Line,Score
"Isaac Newton did so, including in his list many amusing substances, such as “Danzig vitriol” and “a pseudo-topazius, being a natural, pellucid, brittle, hairy stone, of a yellow color.” Several general rules can be inferred from such a list:

• Vacuum lies at one end of the list.",0.3182
"The second and third rules provide us with a method for measuring the density of an unknown sample of gas, or the concentration of a solution.",0.3182
S A solution is given in the back of the book.,0.3182
"Instead, a diffraction pattern will be created with an intense central spot surrounded by fainter rings.",0.3182
"If it is silvered on both sides, make sure you’re working with the hollowed-out side, which bends light rays inward.",0.3182
Each group will be responsible for calculating the intensity at one of the points.,0.3182
"Einstein predicted that light beams would be very slightly deflected by strong gravitational fields, and he was proven correct by observations of rays of starlight that came close to the sun, but obviously that’s not what makes mirrors and lenses work!",0.3204
"When the object is more than a certain distance from the mirror,

(e), the image appears upside-down and m front of the mirror.",0.3353
"Using this reinterpretation of the focal length, we see that a small focal length corresponds to a deeply curved, strongly focusing mirror, i.e.",0.3353
"For objects at greater distances, however, the focus will be somewhat blurry.",0.3384
"(2) Based on the graph, when does refraction at an air-water interface change the direction of a ray most strongly?",0.3384
"In fact the analogy works quite well, despite the fact that a light wave has a wavelength about a million times shorter.",0.3384
The theory could also easily be expanded to explain how we see nonluminous objects.,0.34
"The speed of sound, however, can easily be observed just by watching a group of schoolchildren a hundred feet away as they clap their hands to a song.",0.34
"Solving Snell’s law for 0t, we find

0, = sin-1U^sin 02J

As mentioned above, air has an index of refraction very close to 1, and water’s is about 1.3, so we find 02=4O°.",0.34
"An object is more than one focal length from an inbending lens, (a) Draw a ray diagram, (b) Using reasoning like that developed in the previous chapter, determine the positive and negative signs in the equation

f d\ do

(c) The images of the rose in section 4.2 were made using a

lens with a focal length of 23 cm.",0.34
"The structure of a crystal, for example, can be determined by its x-ray diffraction pattern.",0.34
(This effect can easily be noticed when a person affects a TV’s reception by standing near the antenna.),0.34
"Huygens’ principle states that, given a wavefront at one moment in time, the future behavior of the wave can be found by breaking the wavefront up into a large number of small, side-by-side wave peaks, each of which then creates a pattern of circular or spherical ripples.",0.34
Double-slit diffraction is easily analyzed using Huygens’ principle if the slits are narrower than one wavelength.,0.34
"Each group will locate the image for their own value of the object distance, by finding where a piece of paper has to be placed in order to see the image on it.",0.34
"Such a lens cannot form a real image, so its focal length cannot be measured as easily as that of an inbending lens.",0.34
"If sound A has an intensity of 1 nW/m2, sound B is 10 nW/m2, and sound C is 100 nW/m2, then the increase in loudness from C to B is perceived to be the same as the increase from A to B, not ten times greater.",0.3591
"Not only that, but we will even backtrack a little and start with a discussion of basic ideas about light and vision that predated the discovery of electromagnetic waves.",0.3612
"But luminous objects like the sun, a flame, or the filament of a light bulb can be seen by the eye without the presence of a third object.",0.3612
"When phenomena like X-rays and cosmic rays were first discovered, suggest a way one could have tested whether they were forms of light.",0.3612
"The phenomenon of reflection occurs only at the boundary between two media, just like the change in the speed of light that passes from one medium to another.",0.3612
"Cannonballs and planets have trajectories that are equally natural in reverse, and so do light rays.",0.3612
"If the image was like a flat picture in a book, then you wouldn’t be able to focus on it from such a short distance.",0.3612
A complex optical device like a microscope or a telescope is simply a combination of lenses or mirrors or both.,0.3612
"Bending a ray like b inward implies bending its imaginary continuation c outward, in the same way that raising one end of a seesaw causes the other end to go down.",0.3612
Consider a point like E in figure (c).,0.3612
"It do gets smaller, then l/do gets bigger, so i/d must get smaller, meaning d becomes greater.",0.3612
"Far from being a perfect device, the vertebrate eye is marred by a serious design flaw due to the lack of planning or intelligent design in evolution: the nerve cells of the retina and the blood vessels that serve them are all in front of the lightsensitive cells, blocking part of the light.",0.3612
"Self-Check

B(1) What would the graph look like for two substances with the same index of refraction?",0.3612
(2) Glass has an index of refraction that is greater than that of air.,0.3612
"To take an in-focus picture of a nearby object, will the proper lens-film separation be greater than, equal to, or less than x?",0.3612
"Wave optics is a more general theory than ray optics, so in any case where ray optics is valid, the two theories will agree.",0.3612
"When you cast a shadow with your fingers, Xld is about 10 ~4, so the two models will agree very closely.",0.3612
"There is perfect cancellation, so points along this line experience no wave motion.",0.3612
Now we are ready to find the equation that predicts the angles of the maxima and minima.,0.3612
(In reality this angle is a tiny bit greater than the one labeled 0 in the previous figure.),0.3612
"The result will be a uniform spherical wave of light spreading out in all directions, like what we would expect from a tiny lightbulb.",0.3612
A stronger lens or mirror has a shorter focal length.,0.3818
"The center of each fringe is a point of maximum brightness, and halfway between two fringes is a minimum.",0.3818
"Water waves are certainly easier to visualize, but is this a legitimate comparison?",0.3818
What do you have to do in order to make the image clear?,0.3818
"The same effect can be produced by taking off your eyeglasses and looking at what you see in the lens, but a flat piece of glass works just as well as a lens for this purpose.",0.3919
"Your skin absorbs visible light from the sun and heats up, but we never observe people’s skin to glow, converting heat energy into visible light.",0.3919
"The mirror bends light rays inward, but when the object is very close to it, as in (d), the rays coming from a given point on the object are too strongly diverging (spreading) for the mirror to bring them back together.",0.3919
"The large curved mirror by itself would form an image I, but the small flat mirror creates an image of the image, T. The relationship between I and T is exactly the same as it would be if I was an actual object rather than an image: I and V are at equal distances from the plane of the mirror, and the line between them is perpendicular to the plane of the mirror.",0.3919
"An object is less than one focal length from an inbending lens, (a) Draw a ray diagram, (b) Using reasoning like that developed in the previous chapter, determine the positive and negative signs in the equation

!",0.4003
One way to see that they are clearly different phenomena is to note their very different velocities.,0.4019
"Today, we know that outer space is a vacuum, so the fact that we get light from the sun, moon and stars clearly shows that air is not necessary for the propagation of light.",0.4019
"For doing physics, it’s the power per unit area that we’re interested in.",0.4019
"We wish to prove that path AQB, with equal angles of incidence and reflection, is shorter than any other path, such as APB.",0.4019
"Given the radius, r, of the mirror, and the distance d from the mirror to the object, we wish to find the distance d from the mirror to the image.",0.4019
"Assume for simplicity that no eyepiece is used, and assume a value for the focal length of the mirror that would be reasonable for an amateur instrument that is to fit in a closet.",0.4019
The mechanical model shown in the figure may help to make this more plausible.,0.4019
What implications would the colordependence of focal length have for the relative merits of the two types of telescopes?,0.4019
Do not put in any numerical values for the angles or for the indices of refraction — just keep them as symbols.,0.4019
"[Hint: You can simplify your reasoning by considering the special case where you are looking at an object far away, and along the optic axis of the eye.]",0.4019
The history is interesting.,0.4019
"The two long sides are therefore very nearly parallel, and we are justified in drawing the right triangle shown in figure (e), labeling one leg of the right triangle as the difference in path length , LL\ and labeling the acute angle as 0.",0.4019
"Alternatively, we could say that we have proven the scaling property in the special case of double-slit diffraction.",0.4019
"The answer is yes, as can be shown using figures (b) and (c).",0.4019
"Images of individual stars, as in the figure above, are a good way to examine diffraction effects, because all stars except the sun are so far away that no telescope, even at the highest magnification, can image their disks or surface features.",0.4019
"If we wish to predict the angles at which various features of the diffraction pattern radiate out, scaling requires that these angles depend only on the unitless ratio AId, where d is the size of some feature of the diffracting object.",0.4019
"Find values of b and/that would result in a usable design, where the central spot is small enough to lie within a kidney stone 1 cm in diameter.",0.4019
"If we want to predict the location of the images in all these situations, we might expect to need six different equations, and six more for predicting magnifications.",0.4144
The point in figure (c) would have been quite brightly lit up.,0.4201
"The term is not all that hard to remember, because the hollowed-out interior of the mirror is like a cave.)",0.4207
"For the full three-dimensional case, it may be helpful to consider the three components of the radio ray’s velocity vector.",0.4215
It is true that Snell’s law gives exactly the set of angles that minimizes the time required for light to get from one point to another.,0.4215
"[Hint: It may be helpful to make an enlarged drawing of one small part of the lens, and apply Snell’s law at both interfaces.",0.4215
"Wave optics is a broad subject, but this example will help us to pick out a reasonable set of restrictions to make things more manageable:

(1) We restrict ourselves to cases in which a wave travels through a uniform medium, encounters a certain area in which the medium has different properties, and then emerges on the other side into a second uniform region.",0.4215
"(2) We assume that the incoming wave is a nice tidy sine-wave pattern with wavefronts that are lines (or, in three dimensions, planes).",0.4215
"Your brain can still recognize a face and a lamp, but it’s a little scrambled, like a Picasso painting.",0.4277
"Scaling arguments will never produce factors such as the 1.5, but they tell us that the answer must involve XI a, so all the familiar qualitative facts are true.",0.431
Perhaps you also see the bright reflection of a lamp over your shoulder behind you.,0.4404
"It has a bright bulb, housed in a completely opaque bowlshaped metal shade.",0.4404
Examples (a) through (c) show some guidelines for using ray diagrams effectively.,0.4404
"In (a), drawing many rays coming out of one point gives useful information, telling us, for instance, that the fish can be seen from any angle.",0.4404
"The ray model of light is useful when light is interacting with material objects that are much

larger than a wavelength of light.",0.4404
"Since a wavelength of visible light is so short compared to the human scale of existence, the ray model is useful in many practical cases.",0.4404
You are better off simply drawing a ray diagram.,0.4404
"The important thing here is the amount of angle within your field of view that the image covers, and it is this angle that has been increased.",0.4404
"Section 3.2 Other Cases With Curved Mirrors

37



As you have gathered by now, I have a method I think is better.",0.4404
A different shape (a parabola) is better specialized for astronomy.,0.4404
There is essentially nothing for you to learn about imaging lenses that is truly new.,0.4404
"We will restrict ourselves to studying the simpler wave patterns that occur farther away, so that the main question of interest is how intense the outgoing wave is at a given angle.",0.4404
"If you hold three fingers out in the sunlight and cast a shadow with them, either wave optics or ray optics can be used to predict the straightforward result: a shadow pattern with two bright lines where the light has gone through the gaps between your fingers.",0.4404
"Thus, by moving off to the right a little, we have gone from the bright central maximum to a point that is quite dark.",0.4404
"(Either 11 groups or six will work nicely -- in the latter case, only points a, c, e, g, i, and k are used.)",0.4404
"It might seem like it should be the other way around, since the rays at the edge pass through less glass — shouldn't they be affected less?",0.4486
"This is similar to the corresponding equation for a single slit, but with a factor of 1.22 in front which arises from the circular

S A solution is given in the back of the book.",0.4497
Why does it have to be so huge?,0.4572
"A more convincing way to decide in which category light belongs is to find out if it takes time to get from the candle to your eye; in Newtonian physics, action at a distance is supposed to be instantaneous.",0.4576
"For instance, if you want to understand how eyeglasses help you to see in focus, a ray diagram is the right place to start.",0.4588
"There is also no good reason to start them earlier, before being reflected by the fish, because the direction of the diffusely reflected rays is random anyway, and unrelated to the direction of the original, incoming ray.",0.4588
"Discussion Question

Suppose an intelligent tool-using fish is spearhunting for humans.",0.4588
"The magnification of depth equals the ratio BC/ CD, and the up-down magnification is AB/DE.",0.4588
"Magnification

We have already discussed in the previous chapter how to find the magnification of a virtual image made by a curved mirror.",0.4588
It should also be noted that measuring angles of refraction is a far more practical method for determining n than direct measurement of the speed of light in the substance of interest.,0.4588
"It is a telescope that images the universe using radio waves rather than visible light, and it is also used to search for artificial radio signals from intelligent beings on other planets.",0.4588
Will this device be an improvement over the double slit for any practical reasons?,0.4588
"A smooth surface produces specular reflection, in which the reflected ray exits at the same angle with respect to the normal as that of the incoming ray.",0.4767
"2 Images by Reflection, Part I

Infants are always fascinated by the antics of the Baby in the Mirror.",0.4767
"The factor by which it is increased is called the angular magnification, M.

Section 2.4 Images of Images

29

Discussion Questions

A.",0.4767
"A sphere has equal curvature everywhere, but a parabola has tighter curvature at its center and gentler curvature at the sides.",0.4767
"(a) Make up a numerical example of a virtual image formed by an inbending mirror with a certain focal length, and determine the magnification.",0.4767
"If, instead of water and air, you try another combination of substances, say plastic and gasoline, again you’ll find that the ray’s angle with respect to the normal is consistently smaller in one and larger in the other.",0.4767
The beam is at an angle of 30° with respect to the normal in the water.,0.4767
This may come as a relief to the reader who is taken aback by the complex reasoning involving proportionalities that led to its definition.,0.4767
"= n2sin 02 [angles measured with respect to the normal]

through experiments with light rays, long before light was proven to be a wave.",0.4767
Recall that rays are bent more if they come to the interface at a larger angle with respect to the normal.],0.4767
Its apparently solid surface is actually a scaffolding that hangs like a suspension bridge.,0.4767
"These two “parallel” lines actually meet at a certain point, say a crater on the moon, so they can’t actually be perfectly parallel, but they are parallel for all practical purposes since we would have to follow them upward for a quarter of a million miles to get to the point where they intersect.",0.4854
"If the starting and ending points are equally far from the reflecting surface, as shown in the top panel of the figure, it’s not hard to convince yourself that this is true, just based on symmetry.",0.4864
"Drawing many sets of rays, as in (c), does not give us any more useful information, and just clutters up the picture in this example.",0.4927
"This was only done in the case of waves in one dimension, however, and rather than discuss the full three dimensional generalization it will be more useful to go into some qualitative observations about what happens.",0.4927
"That familiarity might seem like an advantage, but most people have never thought carefully about light and vision.",0.4931
"It may or may not also be possible to see the beam of sunshine crossing the room, depending on the conditions.",0.4939
"If it was just a question of memorizing a bunch of facts about curved mirrors, then you would rightly rebel against an effort to spoil the beauty of your liberally educated brain by force-feeding you technological trivia.",0.4939
"If we know in advance the distance of the objects with which the mirror or lens will be used, then we can optimize the shape of the optical surface to make in-focus images in that situation.",0.4939
"It doesn’t matter if the ray is entering the water or leaving, so refraction is symmetric with respect to time-reversal, (e).",0.4939
"Almost all that was known about reflection and refraction of light could be interpreted equally well in terms of a particle model or a wave model, but Newton had one reason for strongly opposing Huygens’ wave theory.",0.4939
"This is easy to explain, because by symmetry, each wave has had to travel an equal number of wavelengths to get from its slit to the center line, (c).",0.4939
"If, on the other hand, the slit is broader, there will indeed be interference among the sets of ripples spreading out from various points along the opening.",0.4939
What will happen to the image on the paper if you cover half of the mirror with your hand?,0.4939
"This textbook series is billed as the Light and Matter series, but only now, in the fifth of the six volumes, are we ready to focus on light.",0.5106
Even smart people who have thought hard about vision have come up with incorrect ideas.,0.5106
"The top of the pit then became partially covered, leaving a hole, for even greater directionality (as in the nautilus).",0.5106
"74



Exercise 4A: How strong are your glasses?",0.5106
More surprisingly — and this is the crucial point for making your eye focus light — the transmitted ray is bent somewhat as well.,0.513
"You might think that it would be extremely difficult to analyze this, but in fact it is quite easy.",0.5256
"Using this approximation on equations (3) and then substituting them into equation (1) yields

RA

r

RA+RAA

</; dQ i

which is readily simplified to

2

r



d0

34

Chapter 3 Images by Reflection, Part II

The quantity r/2 is referred to as the focal length, f of the mirror, so the equation is usually rewritten as

1 J_ + JL

/ ^i + ^o

Self-Check

(1) If we work with a certain mirror, so that f is fixed, what happens to d if we

increase d ?",0.5267
"At my local department store, the cosmetics department sells mirrors advertised as giving a magnification of 5 times.",0.5267
"There is still some uncanceled wave intensity because of slit B, but the amplitude will be three times less than in figure (b), resulting in a factor of 9 decrease in brightness.",0.5267
"The fact that we speak casually today of “the speed of light” implies that at some point in history, somebody succeeded in showing that light did not travel infinitely fast.",0.5423
"From this comparison, determine whether the magnification is greater than or less than one.",0.5423
"In this method, the variables/’ d, and d are all positive by definition, and we put in positive and negative signs in the equation depending on the situations.",0.5423
Which of the three possibilities result in a magnification greater than one?,0.5423
"(Of course it is always possible to put an object at infinity, but that might for instance result in the formation of a real image, when you are interested in the case of a virtual image.)",0.5499
"(To be specific, the shadows of your fingers will be outlined by a series of light and dark fringes, but the angle subtended by a fringe will be on the order of 10 1 radians, so they will be invisible and washed out by the natural fuzziness of the edges of sun-shadows, caused by the finite size of the sun.)",0.5499
"As a sphere gets bigger and bigger, its surface is more and more gently curved.",0.5509
Does this technique really measure magnification or does it measure angular magnification?,0.5509
"In (b), all three waves travel an integer number of wavelengths to reach the same point, so there is a bright central spot, as we would expect from our experience with the double slit.",0.552
"That’s why light-colored clothing is more comfortable in the summer, and light-colored upholstery in a car stays cooler that dark upholstery.",0.5563
One way to determine the brightness of light is to measure the increase in temperature of a black object exposed to the light.,0.5574
"Since the left-hand side of the equation is positive by definition, the term on the right that we didn’t eliminate must be the one that has a plus sign.",0.5574
"If cfocan be infinite, then the sign of the c/term must be positive.",0.5574
"Since the left-hand side of the equation is positive by definition, the term on the right that we didn’t eliminate must be the one that has a plus sign.",0.5574
"The way it works is that the top mirror produces a virtual image, and the bottom mirror then creates a real image of the virtual image, (a) Show that if the image is to be positioned as shown, at the mouth of the cavity, then the focal length of the mirrors is related to the dimension h via the equation

i

/

i

7

(b) Restate the equation in terms of a single variable x=hlfi and show that there are two solutions for x.",0.5574
(I have arbitrarily chosen to take a snapshot of the pattern at a moment when the waves emerging from the slit are experiencing a positive peak.),0.5574
They are both at a positive extreme.,0.5574
"(If they were both positive, for example, then increasing both terms would have to lead to an increase in the value of the whole right side, but that’s impossible because the left side is a fixed constant.)",0.5647
"The actual anatomy of the eye, (a), is quite complex, but in essence it is very much like every other optical device based on refraction.",0.5672
"For instance, a spherical mirror will produce a perfect image of an object that is at the center of the sphere, because each ray is reflected directly onto the radius along which it was emitted.",0.5719
Decreasing do has clearly made d. smaller as well.,0.5859
"We have now determined that the form of the equation must be

1 _ 1 L

f dt d0

Solving for d., we find

= 2.1 m .",0.5859
Solution: The tricky part is that Snell’s law refers to the angles with respect to the normal.,0.5859
"Although the equation X/d=sin Q/m is only valid for a double slit, it is still a valid guide to our thinking even if we want to make an image of a virus or a fleas leg: it is always true that

(1) large values of A/<?/lead to a broad diffraction pattern, and

(2) diffraction patterns are repetitive.",0.5859
"Section 3.2 Other Cases With Curved Mirrors

39

3.3* Aberrations

spherical



Spherical mirrors are the cheapest to make, but parabolic mirrors are better for making images of objects at infinity.",0.5927
We find this impressive because of the contrast between the speed of light and the speeds at which we interact with physical objects in our environment.,0.596
It is easy to prove that the same magnification also applies to the image’s other dimensions.,0.5994
"To summarize, we will have perfect constructive interference at any point where the distance to one slit differs from the distance to the other slit by an integer number of wavelengths.",0.6124
"Although we have not proven it, the central fringe is always the brightest, and the fringes get dimmer and dimmer as we go farther from it.",0.6124
"Something like this is seen in most telescope photos, and indicates that inside the tube of the telescope there were two perpendicular struts or supports.",0.6124
"In many situations, the angular magnification is more important than the actual magnification.",0.624
"Absorption of light

The reason why the sun feels warm on your skin is that the sunlight is being absorbed, and the light energy is being transformed into heat energy.",0.6249
"Imagine that you are looking at your reflection in a nice smooth piece of aluminum foil, fresh off the roll.",0.6249
"Ray diagrams

Without even knowing how to use the ray model to calculate anything numerically, we can learn a great deal by drawing ray diagrams.",0.6249
"22

Chapter 1 The Ray Model of Light





Summary

Selected Vocabulary

absorption what happens when light hits matter and gives up some of its energy

reflection what happens when light hits matter and bounces off, retaining at least

some of its energy

specular reflection reflection from a smooth surface, in which the light ray leaves at the same

angle at which it came in

diffuse reflection reflection from a rough surface, in which a single ray of light is divided up

into many weaker reflected rays going in many directions

Notation

c the speed of light

Summary

We can understand many phenomena involving light without having to use sophisticated models such as the wave model or the particle model.",0.6249
"0



Example: Solving for d.

We encounter many cases in which fand do are known, and we wish to predict the location of the image, d..",0.6249
"As an experiment, (b), we try making the object closer — much much closer, so that even if our drawing isn’t perfectly accurate we’ll still get the right result for the change in the image’s location.",0.6369
"Figure (c) shows a perfectly reasonable ray diagram of an image formed of an object at infinity, the moon, for example.",0.6369
"Returning to the example of double-slit diffraction, (a), note the strong visual impression of two overlapping sets of concentric semicircles.",0.6369
"Since the angular sizes of the diffracted images depend on XI a, the only way to improve the resolution of the images is to increase the diameter, a, of the tube.",0.6369
This is one of the main reasons (in addition to light-gathering power) why the best telescopes must be very large in diameter.,0.6369
Why would blue or violet light be the best for microscopy?,0.6369
There is a third approach to describing the interaction of light and matter which is very deep and beautiful.,0.6444
"The light energy is being converted to heat energy, and the amount of heat energy absorbed in a given amount of time can be related to the power absorbed, using the known heat capacity of the object.",0.6486
"The approach we have been using so far is the more popular approach in textbooks: leave the equation the same, but attach interpretations to the resulting negative or positive values of the variables.",0.6538
"Musicians even use visual metaphors like “tone color,” or “a bright timbre” to describe sound.",0.6597
The same is true for the brightness of light.,0.6597
"32





3 Images by Reflection, Part II

It sounds a bit odd when a scientist refers to a theory as “beautiful,” but to those in the know it makes perfect sense.",0.6597
"If this seems laborious, you may be relieved to know that modern technology gives us an easier way to produce a single-wavelength, coherent beam of light: the laser.",0.6597
"Let us measure all our angles with respect to the vertical center line of the figure, which was the original direction of propagation of the wave.",0.6597
"The most interesting question is how to compute the angles such as X and Z where the wave intensity is at a maximum, and the in-between angles like Y where it is minimized.",0.6697
"Consider three rays, A, B and C, whose angles in the water with respect to the normal are 0.=O.OOO°, 1.000° and 20.000° respectively.",0.6705
"The lines will be reduced (the lens’s magnification is less than one), and by adjusting the distance between the lens and the paper, you can make the magnification equal 1/2 exactly, so that two spaces between lines as seen through the lens fit into one space as seen simultaneously to the side of the lens.",0.6705
"We know that specular reflection gives equal angles with respect to the normal for the incoming and outgoing rays, so angle ACR must be equal to the average of angles AIR and AOR,

4ACR

4-AIR + 4 AOR

(1)

We want to relate this somehow to the distances d. and dQ.",0.6808
"For small values of AId, the part of the diffraction pattern that is bright enough to be detectable covers only a small range of angles.",0.6808
"40

Chapter 3 Images by Reflection, Part II





Summary

Selected Vocabulary

focal length a property of a lens or mirror, equal to the distance from the lens or mirror

to the image it forms of an object that is infinitely far away

Notation

f. the focal length

d the distance of the object from the mirror (technically from the plane

tangent to the center of the mirror, although this seldom matters much for a mirror whose curve is shallow)

the distance of the image from the mirror

Notation Used in Other Books

J>0 describes an inbending lens or mirror; in this book, all focal lengths are

positive, so there is no such implication

f<0 describes an out-bending lens or mirror; in this book, all focal lengths are

positive

M< 0 indicates an inverted image

Summary

Every lens or mirror has a property called the focal length, which is defined as the distance from the lens or mirror to the image it forms of an object that is infinitely far away.",0.6871
"Although the main point here was to give an example of an image of an image, this is also an interesting case where we need to make the distinction between magnification and angular magnification.",0.6908
"However, he imagined light as a series of pulses, like hand claps, rather than as a sinusoidal wave.",0.6908
One mark of a beautiful theory is that it surprises us by being simple.,0.7003
"Ray ORI is chosen at random, but for the other ray we choose the special one that heads straight in along the axis.",0.7096
Even more impressive is the value of sight.,0.7178
"The ray model of light seems natural once we convince ourselves that light travels through space, and observe phenomena like sunbeams coming through holes in clouds.",0.7184
"An aberration can be produced by a flaw in a lens or mirror, but even with a perfect optical surface some degree of aberration is unavoidable.",0.7227
"The equation for double-slit diffraction becomes simply

1 _ 0_ d~ m ■

which can be solved for 0 to give n _ mk d

The difference in angle between successive fringes is the change in 0 that results from changing m by plus or minus one,

■

For example, if we write 07 for the angle of the seventh bright fringe on one side of the central maximum and 08 for the neighboring one, we have Q Q 8A, _ 7X

H8_e7 ~ d d

_ X d ’

and similarly for any other neighboring pair of fringes.",0.7269
"(c) A pretty good simulation of the single-slit pattern of figure (a), made by using three motors to produce overlapping ripples from three neighboring points in the water.",0.7269
"Why should a beam of light have anything resembling a “left wheel” and “right wheel?” After all, the mechanical model would predict that a motorcycle would go straight, and a motorcycle seems like a better approximation to a ray of light than a car.",0.743
"A prominent cross appears around the brightest star, and dimmer ones surround the dimmer stars.",0.743
"It doesn’t matter whether the source of the light is hot, like the sun, a flame, or an incandescent light bulb, or cool, like a fluorescent bulb.",0.7506
"Energy from the light beam is momentarily transformed into extra kinetic energy of the electrons, but because the electrons are accelerating the reradiate more light, converting their kinetic energy back into light energy.",0.7506
"(In other words, decide whether making d greater results in a greater value of d or a smaller one.)",0.7506
The proof of this equation is left as an exercise to those readers who are sufficiently brave and motivated.,0.7506
"■iiiiimiiiini

iiiiiiii

66

Chapter 5 Wave Optics





and since the same amount of energy is concentrated in narrower diffraction fringes, each fringe is brighter and easier to see, (d).",0.7579
"42

Chapter 3 Images by Reflection, Part II





4 Refraction and Images

Economists normally consider free markets to be the natural way of judging the monetary value of something, but social scientists also use questionnaires to gauge the relative value of privileges, disadvantages, or possessions that cannot be bought or sold.",0.7615
You will find that the shortest comfortable eye-mirror distance is much less than the shortest comfortable eye-paper distance.,0.765
"(The old-fashioned method of making mirrors and lenses is by grinding them in grit by hand, and this process automatically tends to produce an almost perfect spherical surface.)",0.7655
"The two angles can be defined either with respect to the normal, like angles B and C in the figure, or with respect to the reflecting surface, like angles A and D. There is a convention of several hundred years’ standing that one measures the angles with respect to the normal, but the rule about equal angles can logically be stated either as B=C or as A=D.",0.7684
So great is the value attached to sight that some have imbued it with mystical aspects.,0.7778
"In a camera, this type of aberration would show up as a fuzziness near the sides of the picture when the center was perfectly focused.",0.7783
"The same is true for all the other fringes as well,





(b) There is a bright central maximum.",0.7783
"We will use the nice simple ray model for most of this book, and with it we can analyze a great many devices and phenomena.",0.7845
"Judging by the distance from one bright wave crest to the next, the wavelength appears to be about 273 or 3/4 as great as the width of the slit.",0.7906
"The reason this is an important example is not that curved mirrors are so important in and of themselves, but that the results we derive for curved bowl-shaped mirrors turn out to be true for a large class of other optical devices, including mirrors that bulge outward rather than inward, and lenses as well.",0.7992
"To see why, consider the mathematical approximation we’ve been making, which is that the depth of the mirror’s curve is small compared to d and d. Since only a flat mirror can satisfy this shallow-mirror condition perfectly, any curved mirror will deviate somewhat from the mathematical behavior we derived by assuming that condition.",0.802
"Often the best plan is to do a ray diagram first, then do a numerical calculation, then check that your numerical results are in reasonable agreement with what you expected from the ray diagram.",0.8126
"Although it is beautiful that the laws concerning the motion of light can be reduced to one simple rule, the principle of least time, it may seem a little spooky to speak as if the ray of light is intelligent, and has carefully planned ahead to find the shortest route to its destination.",0.8126
Isaac Newton loved the atomic theory of matter so much that he searched enthusiastically for evidence that light was also made of tiny particles.,0.8225
"(I did these drawings using illustration software, but if you were doing them by hand, you’d also want to make much larger ones for greater accuracy.)",0.8402
"Perhaps it shouldn’t surprise us, then, that Newton succeeded so well in explaining the motion of objects, but was far less successful with the study of light.",0.8435
"Sure, both are pretty fast compared to a flying arrow or a galloping horse, but as we have seen, the speed of light is so great as to appear instantaneous in most situations.",0.9024
"It is surprising but true that all the rays like c really do converge on a point, forming a good image.",0.9072
"We will not prove this fact, but it is true for any mirror whose curvature is gentle enough and that is symmetric with respect to rotation about the perpendicular line passing through its center.",0.9136
"30

Chapter 2 Images by Reflection, Part I



Summary

Selected Vocabulary

real image...

virtual image

magnification

angular magnification

Vocabulary Used in Other Books

concave

convex

Notation

M

M

a place where an object appears to be, because the rays diffusely reflected from any given point on the object have been bent so that they come back together and then spread out again from the new point like a real image, but the rays don’t actually cross again; they only appear to have come from the point on the image

the factor by which an image’s linear size is increased (or decreased) the factor by which an image’s apparent angular size is increased (or decreased)

describes a surface that is hollowed out like a cave describes a surface that bulges outward

the magnification of an image

the angular magnification of an image

Summary

A large class of optical devices, including lenses and flat and curved mirrors, operates by bending light rays to form an image.",0.936
"Also, heat conduction can only transfer heat energy from a hotter object to a colder one, but a cool fluorescent bulb is perfectly capable of heating something that had already started out being warmer than the bulb itself.",0.9477
